transaction_id,date,transaction_type,amount,is_inflow,payment_method,status,reference_number,description,category
TRX-010509,2021-11-17,Equipment Purchase,46255.06,False,Cash,Pending,REF-238257,Office equipment,Capital Expenditure
TRX-010510,2021-11-17,Supplier Payment,44130.95,False,Cash,Failed,REF-834431,Maintenance materials,Operating Expenses
TRX-010511,2021-11-17,Equipment Purchase,40798.47,False,Credit Card,Failed,REF-415836,Office equipment,Capital Expenditure
TRX-010512,2021-11-17,Equipment Purchase,91862.17,False,Direct Debit,Pending,REF-896450,New pump installation,Capital Expenditure
TRX-010513,2021-11-17,Tax Payment,61414.1,False,Credit Card,Pending,REF-824217,Environmental tax,Taxes
TRX-010514,2021-11-17,Insurance Premium,78151.19,False,Cash,Pending,REF-198407,Employee insurance,Insurance
TRX-010515,2021-11-18,Service Fee,75688.3,True,Credit Card,Failed,REF-231939,Consulting service,Operating Expenses
TRX-010516,2021-11-18,Interest Payment,76351.9,False,Credit Card,Pending,REF-905858,Loan interest,Financial Expenses
TRX-010517,2021-11-18,Insurance Premium,32631.19,False,Bank Transfer,Failed,REF-167496,Property insurance,Insurance
TRX-010518,2021-11-18,Customer Payment,78231.43,True,Bank Transfer,Pending,REF-990916,Deposit refund,Revenue
TRX-010519,2021-11-18,Supplier Payment,54088.74,False,Cash,Completed,REF-868027,Office supplies,Operating Expenses
TRX-010520,2021-11-18,Maintenance Cost,20415.72,False,Bank Transfer,Failed,REF-666224,Emergency repair,Maintenance
TRX-010521,2021-11-18,Customer Payment,67918.41,True,Credit Card,Completed,REF-295003,Late payment penalty,Revenue
TRX-010522,2021-11-18,Tax Payment,5749.37,False,Bank Transfer,Failed,REF-308526,Income tax,Taxes
TRX-010523,2021-11-18,Salary Payment,62536.01,False,Credit Card,Pending,REF-370737,Bonus payment,Labor Costs
TRX-010524,2021-11-19,Equipment Purchase,26582.53,False,Check,Pending,REF-605637,Monitoring system,Capital Expenditure
TRX-010525,2021-11-19,Interest Payment,44424.46,False,Cash,Completed,REF-404261,Credit line interest,Financial Expenses
TRX-010526,2021-11-19,Interest Payment,79726.49,False,Bank Transfer,Pending,REF-426957,Loan interest,Financial Expenses
TRX-010527,2021-11-19,Service Fee,40862.9,True,Cash,Pending,REF-571183,Maintenance service,Operating Expenses
TRX-010528,2021-11-19,Customer Payment,12654.19,True,Direct Debit,Completed,REF-329323,Deposit refund,Revenue
TRX-010529,2021-11-19,Tax Payment,42964.24,False,Credit Card,Completed,REF-574631,Environmental tax,Taxes
TRX-010530,2021-11-19,Tax Payment,8631.6,False,Credit Card,Pending,REF-855537,Income tax,Taxes
TRX-010531,2021-11-19,Tax Payment,91206.27,False,Direct Debit,Failed,REF-908910,Environmental tax,Taxes
TRX-010532,2021-11-19,Insurance Premium,56415.89,False,Bank Transfer,Completed,REF-624605,Property insurance,Insurance
TRX-010533,2021-11-19,Supplier Payment,17700.29,False,Credit Card,Pending,REF-327812,Maintenance materials,Operating Expenses
TRX-010534,2021-11-20,Service Fee,11253.97,True,Direct Debit,Completed,REF-135234,Training service,Operating Expenses
TRX-010535,2021-11-20,Service Fee,96010.37,True,Credit Card,Completed,REF-843841,Maintenance service,Operating Expenses
TRX-010536,2021-11-20,Supplier Payment,75618.65,False,Cash,Completed,REF-301321,Maintenance materials,Operating Expenses
TRX-010537,2021-11-20,Tax Payment,41987.18,False,Check,Pending,REF-340982,Environmental tax,Taxes
TRX-010538,2021-11-20,Tax Payment,67277.64,False,Credit Card,Failed,REF-366486,Property tax,Taxes
TRX-010539,2021-11-20,Supplier Payment,72420.38,False,Credit Card,Pending,REF-831013,Chemical supplies,Operating Expenses
TRX-010540,2021-11-20,Maintenance Cost,5931.18,False,Credit Card,Completed,REF-148829,Equipment maintenance,Maintenance
TRX-010541,2021-11-20,Tax Payment,54131.35,False,Bank Transfer,Completed,REF-405796,Environmental tax,Taxes
TRX-010542,2021-11-20,Service Fee,91435.03,True,Direct Debit,Pending,REF-937440,Audit service,Operating Expenses
TRX-010543,2021-11-20,Customer Payment,51355.91,True,Credit Card,Completed,REF-614005,Connection fee payment,Revenue
TRX-010544,2021-11-20,Maintenance Cost,59714.3,False,Bank Transfer,Failed,REF-739002,Facility repair,Maintenance
TRX-010545,2021-11-20,Interest Payment,87567.71,False,Check,Completed,REF-323471,Mortgage interest,Financial Expenses
TRX-010546,2021-11-20,Tax Payment,41645.45,False,Check,Failed,REF-217789,Sales tax,Taxes
TRX-010547,2021-11-21,Insurance Premium,10260.73,False,Direct Debit,Pending,REF-690727,Property insurance,Insurance
TRX-010548,2021-11-21,Equipment Purchase,55705.66,False,Bank Transfer,Failed,REF-260813,New pump installation,Capital Expenditure
TRX-010549,2021-11-21,Maintenance Cost,50924.29,False,Cash,Failed,REF-547265,Preventive maintenance,Maintenance
TRX-010550,2021-11-21,Tax Payment,25048.85,False,Check,Completed,REF-697666,Sales tax,Taxes
TRX-010551,2021-11-21,Service Fee,4016.85,True,Cash,Pending,REF-890409,Maintenance service,Operating Expenses
TRX-010552,2021-11-21,Insurance Premium,63419.15,False,Credit Card,Failed,REF-364431,Property insurance,Insurance
TRX-010553,2021-11-21,Supplier Payment,93583.19,False,Bank Transfer,Pending,REF-481239,Chemical supplies,Operating Expenses
TRX-010554,2021-11-21,Insurance Premium,54924.97,False,Cash,Pending,REF-272586,Liability insurance,Insurance
TRX-010555,2021-11-21,Equipment Purchase,86386.95,False,Direct Debit,Failed,REF-790496,Safety equipment,Capital Expenditure
TRX-010556,2021-11-21,Salary Payment,4826.68,False,Check,Failed,REF-360566,Monthly salary payment,Labor Costs
TRX-010557,2021-11-21,Salary Payment,66242.72,False,Direct Debit,Completed,REF-490928,Bonus payment,Labor Costs
TRX-010558,2021-11-21,Insurance Premium,88037.0,False,Check,Pending,REF-755565,Property insurance,Insurance
TRX-010559,2021-11-21,Customer Payment,24802.6,True,Direct Debit,Failed,REF-432606,Connection fee payment,Revenue
TRX-010560,2021-11-21,Service Fee,33096.02,True,Direct Debit,Pending,REF-255724,Training service,Operating Expenses
TRX-010561,2021-11-21,Interest Payment,61911.55,False,Direct Debit,Failed,REF-300552,Loan interest,Financial Expenses
TRX-010562,2021-11-22,Supplier Payment,32002.17,False,Direct Debit,Completed,REF-669873,Equipment parts purchase,Operating Expenses
TRX-010563,2021-11-22,Salary Payment,40126.15,False,Direct Debit,Pending,REF-751711,Bonus payment,Labor Costs
TRX-010564,2021-11-22,Insurance Premium,1401.03,False,Bank Transfer,Pending,REF-318759,Employee insurance,Insurance
TRX-010565,2021-11-22,Salary Payment,72053.28,False,Cash,Failed,REF-216772,Pension contribution,Labor Costs
TRX-010566,2021-11-22,Tax Payment,39077.94,False,Bank Transfer,Completed,REF-519393,Property tax,Taxes
TRX-010567,2021-11-22,Equipment Purchase,28642.45,False,Check,Pending,REF-126611,Monitoring system,Capital Expenditure
TRX-010568,2021-11-22,Insurance Premium,59549.94,False,Check,Pending,REF-449042,Property insurance,Insurance
TRX-010569,2021-11-22,Equipment Purchase,66562.93,False,Cash,Pending,REF-687626,Safety equipment,Capital Expenditure
TRX-010570,2021-11-22,Maintenance Cost,7187.04,False,Cash,Completed,REF-947118,Facility repair,Maintenance
TRX-010571,2021-11-22,Equipment Purchase,53820.52,False,Direct Debit,Completed,REF-843522,Monitoring system,Capital Expenditure
TRX-010572,2021-11-22,Insurance Premium,13569.45,False,Credit Card,Pending,REF-167151,Property insurance,Insurance
TRX-010573,2021-11-22,Maintenance Cost,66351.02,False,Cash,Failed,REF-525861,Facility repair,Maintenance
TRX-010574,2021-11-23,Tax Payment,62202.5,False,Bank Transfer,Pending,REF-665062,Sales tax,Taxes
TRX-010575,2021-11-23,Customer Payment,39227.23,True,Direct Debit,Completed,REF-793228,Late payment penalty,Revenue
TRX-010576,2021-11-23,Supplier Payment,22963.09,False,Direct Debit,Pending,REF-735680,Chemical supplies,Operating Expenses
TRX-010577,2021-11-23,Salary Payment,8130.45,False,Direct Debit,Completed,REF-134987,Bonus payment,Labor Costs
TRX-010578,2021-11-23,Utility Bill,32727.67,False,Bank Transfer,Pending,REF-568563,Phone service,Operating Expenses
TRX-010579,2021-11-23,Salary Payment,10488.45,False,Direct Debit,Pending,REF-152579,Pension contribution,Labor Costs
TRX-010580,2021-11-23,Equipment Purchase,36080.13,False,Cash,Pending,REF-303967,Office equipment,Capital Expenditure
TRX-010581,2021-11-23,Interest Payment,59085.53,False,Cash,Failed,REF-979896,Loan interest,Financial Expenses
TRX-010582,2021-11-23,Service Fee,42642.9,True,Cash,Failed,REF-145241,Audit service,Operating Expenses
TRX-010583,2021-11-23,Supplier Payment,33070.03,False,Cash,Failed,REF-887274,Office supplies,Operating Expenses
TRX-010584,2021-11-23,Maintenance Cost,28654.56,False,Direct Debit,Completed,REF-929657,Facility repair,Maintenance
TRX-010585,2021-11-24,Interest Payment,47524.04,False,Cash,Pending,REF-407624,Credit line interest,Financial Expenses
TRX-010586,2021-11-24,Interest Payment,46191.61,False,Direct Debit,Completed,REF-516102,Loan interest,Financial Expenses
TRX-010587,2021-11-24,Equipment Purchase,52139.51,False,Check,Failed,REF-856682,Monitoring system,Capital Expenditure
TRX-010588,2021-11-24,Equipment Purchase,31274.99,False,Direct Debit,Pending,REF-889355,Monitoring system,Capital Expenditure
TRX-010589,2021-11-24,Interest Payment,92890.65,False,Check,Pending,REF-186298,Loan interest,Financial Expenses
TRX-010590,2021-11-24,Equipment Purchase,72629.71,False,Direct Debit,Pending,REF-257638,Office equipment,Capital Expenditure
TRX-010591,2021-11-25,Supplier Payment,5221.52,False,Check,Pending,REF-269717,Office supplies,Operating Expenses
TRX-010592,2021-11-25,Insurance Premium,40155.2,False,Cash,Failed,REF-185220,Property insurance,Insurance
TRX-010593,2021-11-25,Salary Payment,82239.85,False,Direct Debit,Failed,REF-256735,Monthly salary payment,Labor Costs
TRX-010594,2021-11-25,Equipment Purchase,4604.24,False,Check,Pending,REF-349729,New pump installation,Capital Expenditure
TRX-010595,2021-11-25,Maintenance Cost,42294.6,False,Direct Debit,Completed,REF-519142,Emergency repair,Maintenance
TRX-010596,2021-11-25,Insurance Premium,63495.39,False,Credit Card,Completed,REF-350351,Employee insurance,Insurance
TRX-010597,2021-11-25,Tax Payment,33539.63,False,Credit Card,Failed,REF-646008,Income tax,Taxes
TRX-010598,2021-11-25,Utility Bill,72596.04,False,Credit Card,Failed,REF-193216,Internet service,Operating Expenses
TRX-010599,2021-11-25,Salary Payment,58186.27,False,Check,Pending,REF-636048,Bonus payment,Labor Costs
TRX-010600,2021-11-25,Salary Payment,93111.61,False,Cash,Failed,REF-282302,Monthly salary payment,Labor Costs
TRX-010601,2021-11-25,Service Fee,94088.41,True,Direct Debit,Pending,REF-437506,Training service,Operating Expenses
TRX-010602,2021-11-25,Insurance Premium,25943.04,False,Direct Debit,Failed,REF-906220,Property insurance,Insurance
TRX-010603,2021-11-26,Customer Payment,56782.84,True,Credit Card,Failed,REF-186428,Monthly water bill payment,Revenue
TRX-010604,2021-11-26,Utility Bill,4021.1,False,Credit Card,Failed,REF-538445,Phone service,Operating Expenses
TRX-010605,2021-11-26,Supplier Payment,40993.94,False,Direct Debit,Failed,REF-113714,Office supplies,Operating Expenses
TRX-010606,2021-11-26,Maintenance Cost,79636.03,False,Cash,Failed,REF-708539,Equipment maintenance,Maintenance
TRX-010607,2021-11-26,Salary Payment,39208.83,False,Direct Debit,Failed,REF-609881,Pension contribution,Labor Costs
TRX-010608,2021-11-27,Insurance Premium,451.37,False,Check,Completed,REF-471688,Property insurance,Insurance
TRX-010609,2021-11-27,Salary Payment,75822.79,False,Credit Card,Failed,REF-222086,Bonus payment,Labor Costs
TRX-010610,2021-11-27,Equipment Purchase,95667.77,False,Credit Card,Pending,REF-443615,Monitoring system,Capital Expenditure
TRX-010611,2021-11-27,Supplier Payment,97623.04,False,Cash,Pending,REF-514326,Office supplies,Operating Expenses
TRX-010612,2021-11-27,Service Fee,90814.05,True,Credit Card,Pending,REF-242918,Training service,Operating Expenses
TRX-010613,2021-11-27,Customer Payment,21338.86,True,Bank Transfer,Failed,REF-150805,Deposit refund,Revenue
TRX-010614,2021-11-27,Customer Payment,88282.62,True,Bank Transfer,Pending,REF-583358,Late payment penalty,Revenue
TRX-010615,2021-11-27,Customer Payment,30919.96,True,Cash,Completed,REF-410397,Deposit refund,Revenue
TRX-010616,2021-11-27,Supplier Payment,26606.56,False,Direct Debit,Failed,REF-439150,Equipment parts purchase,Operating Expenses
TRX-010617,2021-11-27,Utility Bill,45631.25,False,Bank Transfer,Completed,REF-314891,Gas bill,Operating Expenses
TRX-010618,2021-11-28,Utility Bill,85693.72,False,Check,Failed,REF-622887,Phone service,Operating Expenses
TRX-010619,2021-11-28,Interest Payment,17389.37,False,Check,Completed,REF-769436,Loan interest,Financial Expenses
TRX-010620,2021-11-28,Utility Bill,83986.48,False,Direct Debit,Pending,REF-209668,Internet service,Operating Expenses
TRX-010621,2021-11-28,Maintenance Cost,10733.94,False,Cash,Failed,REF-872524,Emergency repair,Maintenance
TRX-010622,2021-11-28,Tax Payment,69503.27,False,Cash,Failed,REF-296094,Income tax,Taxes
TRX-010623,2021-11-28,Interest Payment,60993.21,False,Credit Card,Failed,REF-237010,Mortgage interest,Financial Expenses
TRX-010624,2021-11-29,Salary Payment,39373.26,False,Cash,Pending,REF-829585,Pension contribution,Labor Costs
TRX-010625,2021-11-29,Equipment Purchase,21623.22,False,Check,Pending,REF-787365,New pump installation,Capital Expenditure
TRX-010626,2021-11-29,Supplier Payment,6895.74,False,Cash,Failed,REF-941574,Equipment parts purchase,Operating Expenses
TRX-010627,2021-11-29,Insurance Premium,26328.51,False,Cash,Pending,REF-235463,Equipment insurance,Insurance
TRX-010628,2021-11-29,Equipment Purchase,19212.92,False,Cash,Pending,REF-348121,New pump installation,Capital Expenditure
TRX-010629,2021-11-29,Insurance Premium,8489.88,False,Direct Debit,Pending,REF-384768,Employee insurance,Insurance
TRX-010630,2021-11-29,Insurance Premium,5902.67,False,Check,Pending,REF-478355,Property insurance,Insurance
TRX-010631,2021-11-29,Salary Payment,26053.04,False,Bank Transfer,Completed,REF-243471,Monthly salary payment,Labor Costs
TRX-010632,2021-11-29,Utility Bill,64025.54,False,Cash,Failed,REF-798585,Phone service,Operating Expenses
TRX-010633,2021-11-29,Interest Payment,264.29,False,Bank Transfer,Completed,REF-978001,Mortgage interest,Financial Expenses
TRX-010634,2021-11-29,Maintenance Cost,2315.06,False,Credit Card,Completed,REF-248048,Equipment maintenance,Maintenance
TRX-010635,2021-11-29,Customer Payment,80468.67,True,Bank Transfer,Pending,REF-527031,Deposit refund,Revenue
TRX-010636,2021-11-29,Equipment Purchase,60914.28,False,Credit Card,Completed,REF-142406,New pump installation,Capital Expenditure
TRX-010637,2021-11-30,Service Fee,28512.95,True,Check,Pending,REF-283814,Maintenance service,Operating Expenses
TRX-010638,2021-11-30,Equipment Purchase,67803.23,False,Direct Debit,Failed,REF-642340,Office equipment,Capital Expenditure
TRX-010639,2021-11-30,Salary Payment,81294.37,False,Credit Card,Failed,REF-157836,Bonus payment,Labor Costs
TRX-010640,2021-11-30,Maintenance Cost,80700.86,False,Bank Transfer,Pending,REF-192807,Equipment maintenance,Maintenance
TRX-010641,2021-11-30,Service Fee,34784.41,True,Direct Debit,Completed,REF-729730,Training service,Operating Expenses
TRX-010642,2021-11-30,Service Fee,62043.4,True,Cash,Completed,REF-588245,Consulting service,Operating Expenses
TRX-010643,2021-11-30,Maintenance Cost,83337.36,False,Cash,Failed,REF-616394,Facility repair,Maintenance
TRX-010644,2021-11-30,Equipment Purchase,71521.84,False,Cash,Failed,REF-297038,Safety equipment,Capital Expenditure
TRX-010645,2021-11-30,Equipment Purchase,8353.88,False,Credit Card,Completed,REF-418940,Office equipment,Capital Expenditure
TRX-010646,2021-11-30,Customer Payment,48364.13,True,Check,Failed,REF-304873,Monthly water bill payment,Revenue
TRX-010647,2021-11-30,Interest Payment,68741.09,False,Direct Debit,Completed,REF-584596,Bond interest,Financial Expenses
TRX-010648,2021-11-30,Equipment Purchase,87778.29,False,Check,Completed,REF-672694,Monitoring system,Capital Expenditure
TRX-010649,2021-11-30,Maintenance Cost,46058.69,False,Credit Card,Failed,REF-345607,Facility repair,Maintenance
TRX-010650,2021-12-01,Salary Payment,76283.32,False,Credit Card,Pending,REF-161217,Pension contribution,Labor Costs
TRX-010651,2021-12-01,Utility Bill,87215.4,False,Check,Failed,REF-321155,Phone service,Operating Expenses
TRX-010652,2021-12-01,Salary Payment,23639.79,False,Credit Card,Completed,REF-174773,Bonus payment,Labor Costs
TRX-010653,2021-12-01,Service Fee,89588.28,True,Check,Pending,REF-606195,Maintenance service,Operating Expenses
TRX-010654,2021-12-01,Customer Payment,92751.42,True,Credit Card,Failed,REF-158926,Late payment penalty,Revenue
TRX-010655,2021-12-01,Supplier Payment,73990.45,False,Cash,Pending,REF-828896,Chemical supplies,Operating Expenses
TRX-010656,2021-12-01,Insurance Premium,6263.61,False,Direct Debit,Completed,REF-985816,Property insurance,Insurance
TRX-010657,2021-12-01,Supplier Payment,81425.81,False,Bank Transfer,Pending,REF-892321,Maintenance materials,Operating Expenses
TRX-010658,2021-12-01,Customer Payment,21716.31,True,Check,Completed,REF-712275,Monthly water bill payment,Revenue
TRX-010659,2021-12-01,Insurance Premium,81780.18,False,Credit Card,Pending,REF-143018,Employee insurance,Insurance
TRX-010660,2021-12-01,Customer Payment,69717.89,True,Cash,Pending,REF-523809,Late payment penalty,Revenue
TRX-010661,2021-12-02,Equipment Purchase,52720.26,False,Check,Failed,REF-803240,Safety equipment,Capital Expenditure
TRX-010662,2021-12-02,Equipment Purchase,15633.69,False,Credit Card,Pending,REF-561210,Office equipment,Capital Expenditure
TRX-010663,2021-12-02,Interest Payment,52304.79,False,Check,Pending,REF-826793,Mortgage interest,Financial Expenses
TRX-010664,2021-12-02,Maintenance Cost,84162.02,False,Check,Completed,REF-709554,Facility repair,Maintenance
TRX-010665,2021-12-02,Equipment Purchase,49476.65,False,Bank Transfer,Completed,REF-732294,Monitoring system,Capital Expenditure
TRX-010666,2021-12-02,Equipment Purchase,14728.15,False,Credit Card,Failed,REF-527627,Office equipment,Capital Expenditure
TRX-010667,2021-12-02,Maintenance Cost,31282.32,False,Credit Card,Completed,REF-900097,Facility repair,Maintenance
TRX-010668,2021-12-02,Service Fee,9108.3,True,Bank Transfer,Failed,REF-472552,Training service,Operating Expenses
TRX-010669,2021-12-02,Supplier Payment,19170.75,False,Check,Failed,REF-674103,Office supplies,Operating Expenses
TRX-010670,2021-12-02,Maintenance Cost,7663.9,False,Credit Card,Failed,REF-122813,Facility repair,Maintenance
TRX-010671,2021-12-02,Interest Payment,66488.22,False,Direct Debit,Pending,REF-753075,Bond interest,Financial Expenses
TRX-010672,2021-12-02,Maintenance Cost,12108.65,False,Bank Transfer,Pending,REF-718228,Facility repair,Maintenance
TRX-010673,2021-12-02,Utility Bill,51781.94,False,Direct Debit,Completed,REF-891051,Gas bill,Operating Expenses
TRX-010674,2021-12-02,Interest Payment,99468.1,False,Check,Failed,REF-468274,Bond interest,Financial Expenses
TRX-010675,2021-12-02,Interest Payment,21887.43,False,Credit Card,Failed,REF-412003,Mortgage interest,Financial Expenses
TRX-010676,2021-12-03,Utility Bill,65052.85,False,Bank Transfer,Failed,REF-555530,Internet service,Operating Expenses
TRX-010677,2021-12-03,Equipment Purchase,97650.51,False,Cash,Completed,REF-576094,Office equipment,Capital Expenditure
TRX-010678,2021-12-03,Maintenance Cost,99128.17,False,Direct Debit,Failed,REF-715281,Equipment maintenance,Maintenance
TRX-010679,2021-12-03,Tax Payment,34595.47,False,Cash,Pending,REF-329735,Property tax,Taxes
TRX-010680,2021-12-03,Interest Payment,64061.06,False,Cash,Pending,REF-653147,Loan interest,Financial Expenses
TRX-010681,2021-12-03,Maintenance Cost,91980.52,False,Credit Card,Failed,REF-649471,Facility repair,Maintenance
TRX-010682,2021-12-03,Interest Payment,40882.63,False,Direct Debit,Completed,REF-754376,Loan interest,Financial Expenses
TRX-010683,2021-12-03,Customer Payment,46052.54,True,Check,Pending,REF-182389,Monthly water bill payment,Revenue
TRX-010684,2021-12-03,Equipment Purchase,92976.97,False,Check,Pending,REF-942255,New pump installation,Capital Expenditure
TRX-010685,2021-12-03,Maintenance Cost,4432.5,False,Cash,Failed,REF-671482,Equipment maintenance,Maintenance
TRX-010686,2021-12-03,Service Fee,56284.06,True,Cash,Pending,REF-209472,Consulting service,Operating Expenses
TRX-010687,2021-12-03,Tax Payment,37285.61,False,Cash,Completed,REF-167248,Environmental tax,Taxes
TRX-010688,2021-12-04,Interest Payment,73425.29,False,Credit Card,Failed,REF-578393,Loan interest,Financial Expenses
TRX-010689,2021-12-04,Salary Payment,82382.87,False,Direct Debit,Failed,REF-324188,Monthly salary payment,Labor Costs
TRX-010690,2021-12-04,Service Fee,35676.71,True,Credit Card,Failed,REF-373484,Training service,Operating Expenses
TRX-010691,2021-12-04,Customer Payment,6120.29,True,Check,Failed,REF-172517,Monthly water bill payment,Revenue
TRX-010692,2021-12-04,Interest Payment,40437.68,False,Direct Debit,Failed,REF-111014,Credit line interest,Financial Expenses
TRX-010693,2021-12-04,Equipment Purchase,26639.78,False,Credit Card,Pending,REF-678529,Monitoring system,Capital Expenditure
TRX-010694,2021-12-05,Maintenance Cost,60503.22,False,Direct Debit,Completed,REF-710241,Equipment maintenance,Maintenance
TRX-010695,2021-12-05,Utility Bill,69274.74,False,Credit Card,Pending,REF-840582,Electricity bill,Operating Expenses
TRX-010696,2021-12-05,Interest Payment,3313.47,False,Credit Card,Completed,REF-456610,Mortgage interest,Financial Expenses
TRX-010697,2021-12-05,Salary Payment,36608.6,False,Bank Transfer,Completed,REF-351756,Monthly salary payment,Labor Costs
TRX-010698,2021-12-05,Utility Bill,80710.42,False,Check,Failed,REF-742950,Electricity bill,Operating Expenses
TRX-010699,2021-12-05,Maintenance Cost,32530.44,False,Credit Card,Completed,REF-564370,Facility repair,Maintenance
TRX-010700,2021-12-06,Maintenance Cost,73739.77,False,Direct Debit,Completed,REF-908307,Equipment maintenance,Maintenance
TRX-010701,2021-12-06,Tax Payment,79066.21,False,Direct Debit,Failed,REF-576988,Property tax,Taxes
TRX-010702,2021-12-06,Insurance Premium,65229.73,False,Cash,Pending,REF-660503,Liability insurance,Insurance
TRX-010703,2021-12-06,Equipment Purchase,35046.19,False,Check,Pending,REF-479190,Monitoring system,Capital Expenditure
TRX-010704,2021-12-06,Supplier Payment,11013.89,False,Credit Card,Completed,REF-255845,Maintenance materials,Operating Expenses
TRX-010705,2021-12-06,Interest Payment,29301.19,False,Bank Transfer,Failed,REF-708352,Mortgage interest,Financial Expenses
TRX-010706,2021-12-07,Supplier Payment,25665.42,False,Credit Card,Pending,REF-782925,Equipment parts purchase,Operating Expenses
TRX-010707,2021-12-07,Maintenance Cost,93246.87,False,Bank Transfer,Pending,REF-995713,Emergency repair,Maintenance
TRX-010708,2021-12-07,Interest Payment,25489.91,False,Bank Transfer,Failed,REF-683597,Mortgage interest,Financial Expenses
TRX-010709,2021-12-07,Insurance Premium,69211.12,False,Check,Completed,REF-528906,Property insurance,Insurance
TRX-010710,2021-12-07,Maintenance Cost,19026.37,False,Check,Completed,REF-890299,Preventive maintenance,Maintenance
TRX-010711,2021-12-07,Customer Payment,55325.63,True,Direct Debit,Completed,REF-918983,Monthly water bill payment,Revenue
TRX-010712,2021-12-07,Interest Payment,81863.32,False,Cash,Pending,REF-864842,Credit line interest,Financial Expenses
TRX-010713,2021-12-07,Tax Payment,66677.09,False,Check,Pending,REF-661712,Sales tax,Taxes
TRX-010714,2021-12-08,Salary Payment,17761.03,False,Direct Debit,Failed,REF-606951,Pension contribution,Labor Costs
TRX-010715,2021-12-08,Salary Payment,68624.12,False,Bank Transfer,Failed,REF-157018,Pension contribution,Labor Costs
TRX-010716,2021-12-08,Interest Payment,75778.48,False,Credit Card,Pending,REF-285429,Mortgage interest,Financial Expenses
TRX-010717,2021-12-08,Maintenance Cost,59103.74,False,Check,Pending,REF-467923,Equipment maintenance,Maintenance
TRX-010718,2021-12-08,Insurance Premium,71245.01,False,Bank Transfer,Pending,REF-561429,Employee insurance,Insurance
TRX-010719,2021-12-09,Supplier Payment,64103.76,False,Bank Transfer,Failed,REF-301607,Equipment parts purchase,Operating Expenses
TRX-010720,2021-12-09,Maintenance Cost,41646.8,False,Check,Completed,REF-974849,Emergency repair,Maintenance
TRX-010721,2021-12-09,Tax Payment,10373.4,False,Check,Completed,REF-447795,Environmental tax,Taxes
TRX-010722,2021-12-09,Equipment Purchase,87550.28,False,Check,Completed,REF-950664,Monitoring system,Capital Expenditure
TRX-010723,2021-12-09,Utility Bill,46073.76,False,Check,Completed,REF-821778,Internet service,Operating Expenses
TRX-010724,2021-12-09,Interest Payment,56594.87,False,Credit Card,Pending,REF-646910,Mortgage interest,Financial Expenses
TRX-010725,2021-12-09,Tax Payment,52068.07,False,Credit Card,Completed,REF-269151,Sales tax,Taxes
TRX-010726,2021-12-09,Utility Bill,84885.7,False,Check,Completed,REF-293193,Gas bill,Operating Expenses
TRX-010727,2021-12-09,Interest Payment,44783.47,False,Check,Failed,REF-514756,Loan interest,Financial Expenses
TRX-010728,2021-12-10,Maintenance Cost,23082.54,False,Direct Debit,Completed,REF-330399,Emergency repair,Maintenance
TRX-010729,2021-12-10,Equipment Purchase,88697.4,False,Cash,Pending,REF-820087,Office equipment,Capital Expenditure
TRX-010730,2021-12-10,Salary Payment,72854.9,False,Credit Card,Completed,REF-926901,Monthly salary payment,Labor Costs
TRX-010731,2021-12-10,Salary Payment,84943.38,False,Bank Transfer,Completed,REF-869586,Bonus payment,Labor Costs
TRX-010732,2021-12-10,Salary Payment,1319.8,False,Credit Card,Failed,REF-394889,Overtime payment,Labor Costs
TRX-010733,2021-12-10,Customer Payment,96560.38,True,Credit Card,Completed,REF-810824,Deposit refund,Revenue
TRX-010734,2021-12-10,Tax Payment,64094.88,False,Check,Pending,REF-905477,Income tax,Taxes
TRX-010735,2021-12-10,Customer Payment,35955.33,True,Bank Transfer,Completed,REF-201687,Late payment penalty,Revenue
TRX-010736,2021-12-11,Utility Bill,72784.59,False,Cash,Completed,REF-522491,Phone service,Operating Expenses
TRX-010737,2021-12-11,Maintenance Cost,41608.64,False,Credit Card,Pending,REF-455287,Emergency repair,Maintenance
TRX-010738,2021-12-11,Maintenance Cost,73101.21,False,Cash,Completed,REF-735180,Emergency repair,Maintenance
TRX-010739,2021-12-11,Equipment Purchase,54246.47,False,Bank Transfer,Completed,REF-844216,Safety equipment,Capital Expenditure
TRX-010740,2021-12-11,Equipment Purchase,29446.32,False,Check,Completed,REF-830081,Monitoring system,Capital Expenditure
TRX-010741,2021-12-11,Interest Payment,59687.63,False,Direct Debit,Completed,REF-615482,Credit line interest,Financial Expenses
TRX-010742,2021-12-11,Salary Payment,58195.99,False,Cash,Completed,REF-193051,Pension contribution,Labor Costs
TRX-010743,2021-12-11,Service Fee,10967.71,True,Direct Debit,Completed,REF-355705,Maintenance service,Operating Expenses
TRX-010744,2021-12-11,Tax Payment,18558.69,False,Bank Transfer,Failed,REF-185683,Property tax,Taxes
TRX-010745,2021-12-11,Supplier Payment,33982.95,False,Direct Debit,Failed,REF-280601,Maintenance materials,Operating Expenses
TRX-010746,2021-12-11,Interest Payment,60598.54,False,Direct Debit,Completed,REF-892906,Credit line interest,Financial Expenses
TRX-010747,2021-12-11,Maintenance Cost,67768.43,False,Cash,Completed,REF-174088,Preventive maintenance,Maintenance
TRX-010748,2021-12-11,Service Fee,88395.95,True,Check,Failed,REF-383394,Audit service,Operating Expenses
